report_id,country,region,bacterial_species,antibiotic,year,resistance_rate,mortality_rate,infection_type,sample_size
970,Australia,Oceania,Klebsiella pneumoniae,Amoxicillin,2019,14.4,6.4,hospital,100
971,China,East Asia,Pseudomonas aeruginosa,Vancomycin,2020,28.5,9.6,hospital,250
972,France,Europe,Klebsiella pneumoniae,Meropenem,2022,24.3,5.7,community,200
973,USA,North America,Pseudomonas aeruginosa,Vancomycin,2019,15.7,5.0,community,200
974,South Africa,Africa,Staphylococcus aureus,Ceftriaxone,2021,40.3,6.6,community,100
975,Australia,Oceania,Staphylococcus aureus,Amoxicillin,2022,25.5,8.9,community,150
976,South Africa,Africa,Staphylococcus aureus,Amoxicillin,2023,30.2,6.9,community,150
977,Germany,Europe,Acinetobacter baumannii,Vancomycin,2019,17.7,4.4,hospital,200
978,Brazil,South America,Staphylococcus aureus,Ceftriaxone,2020,33.6,9.9,hospital,200
979,USA,North America,Escherichia coli,Vancomycin,2022,22.0,1.3,hospital,150
980,Brazil,South America,Escherichia coli,Ciprofloxacin,2020,37.7,9.6,community,100
981,Australia,Oceania,Pseudomonas aeruginosa,Meropenem,2018,19.8,5.4,hospital,250
982,Germany,Europe,Klebsiella pneumoniae,Vancomycin,2021,34.2,7.7,hospital,150
983,Nigeria,Africa,Pseudomonas aeruginosa,Amoxicillin,2019,54.4,7.4,community,250
984,Japan,East Asia,Escherichia coli,Meropenem,2020,40.0,3.4,community,150
985,USA,North America,Staphylococcus aureus,Ceftriaxone,2019,14.7,7.0,hospital,100
986,Australia,Oceania,Staphylococcus aureus,Amoxicillin,2018,6.3,3.8,community,250
987,India,Southeast Asia,Pseudomonas aeruginosa,Meropenem,2023,49.8,14.1,hospital,200
988,Australia,Oceania,Klebsiella pneumoniae,Amoxicillin,2018,6.9,3.8,community,250
989,USA,North America,Staphylococcus aureus,Ciprofloxacin,2022,21.2,5.3,hospital,200
990,China,East Asia,Escherichia coli,Amoxicillin,2020,42.6,8.6,hospital,300
991,Australia,Oceania,Pseudomonas aeruginosa,Amoxicillin,2020,13.5,0.5,community,300
992,Nigeria,Africa,Klebsiella pneumoniae,Meropenem,2020,55.1,12.1,hospital,300
993,China,East Asia,Staphylococcus aureus,Meropenem,2022,26.2,9.9,community,300
994,Germany,Europe,Staphylococcus aureus,Ciprofloxacin,2023,31.7,8.9,community,100
995,India,Southeast Asia,Klebsiella pneumoniae,Vancomycin,2023,69.4,11.6,hospital,150
996,South Africa,Africa,Escherichia coli,Vancomycin,2022,65.1,17.4,community,200
997,Japan,East Asia,Pseudomonas aeruginosa,Ciprofloxacin,2022,30.2,10.0,hospital,150
998,Nigeria,Africa,Escherichia coli,Ciprofloxacin,2019,35.4,3.5,hospital,300
999,Nigeria,Africa,Acinetobacter baumannii,Ciprofloxacin,2020,59.6,9.3,hospital,150
1000,Australia,Oceania,Acinetobacter baumannii,Ciprofloxacin,2020,16.4,3.7,hospital,150
1001,Japan,East Asia,Acinetobacter baumannii,Meropenem,2021,32.1,6.3,hospital,200
1002,Brazil,South America,Pseudomonas aeruginosa,Ciprofloxacin,2021,31.1,7.6,community,200
1003,USA,North America,Acinetobacter baumannii,Vancomycin,2020,13.8,5.7,hospital,150
1004,South Africa,Africa,Staphylococcus aureus,Ceftriaxone,2019,62.3,9.4,community,100
1005,Nigeria,Africa,Escherichia coli,Ciprofloxacin,2018,44.4,11.8,hospital,250
1006,Japan,East Asia,Klebsiella pneumoniae,Ciprofloxacin,2022,43.0,10.1,community,200
1007,South Africa,Africa,Klebsiella pneumoniae,Vancomycin,2022,49.4,11.1,hospital,200
1008,China,East Asia,Pseudomonas aeruginosa,Amoxicillin,2019,35.4,9.0,hospital,150
1009,France,Europe,Pseudomonas aeruginosa,Meropenem,2022,31.8,2.9,community,150
1010,China,East Asia,Escherichia coli,Ciprofloxacin,2019,34.4,9.3,community,100
1011,Australia,Oceania,Acinetobacter baumannii,Vancomycin,2018,17.5,2.0,community,300
1012,China,East Asia,Escherichia coli,Meropenem,2021,34.9,10.4,community,200
1013,Japan,East Asia,Escherichia coli,Amoxicillin,2019,18.6,0.5,community,300
1014,Japan,East Asia,Escherichia coli,Amoxicillin,2018,36.2,4.6,hospital,300
1015,Nigeria,Africa,Pseudomonas aeruginosa,Ciprofloxacin,2018,27.0,2.3,hospital,250
1016,Germany,Europe,Pseudomonas aeruginosa,Ciprofloxacin,2020,17.0,0.5,hospital,300
1017,Japan,East Asia,Acinetobacter baumannii,Ciprofloxacin,2022,36.4,6.2,community,200
1018,China,East Asia,Pseudomonas aeruginosa,Ceftriaxone,2022,44.2,4.4,community,150
1019,Brazil,South America,Acinetobacter baumannii,Vancomycin,2022,44.4,11.6,community,250
1020,USA,North America,Klebsiella pneumoniae,Ceftriaxone,2023,25.0,8.9,community,150
1021,India,Southeast Asia,Escherichia coli,Ciprofloxacin,2021,53.8,10.0,hospital,300
1022,China,East Asia,Staphylococcus aureus,Ceftriaxone,2020,36.9,10.8,community,300
1023,Nigeria,Africa,Pseudomonas aeruginosa,Vancomycin,2023,36.7,8.5,community,200
1024,Brazil,South America,Acinetobacter baumannii,Amoxicillin,2021,38.4,12.1,community,200
1025,Nigeria,Africa,Klebsiella pneumoniae,Ceftriaxone,2019,61.6,15.5,hospital,300
1026,USA,North America,Klebsiella pneumoniae,Ceftriaxone,2022,25.4,8.5,hospital,300
1027,Brazil,South America,Acinetobacter baumannii,Ciprofloxacin,2021,37.7,9.0,community,200
1028,Brazil,South America,Staphylococcus aureus,Amoxicillin,2019,30.1,6.7,community,150
1029,India,Southeast Asia,Escherichia coli,Amoxicillin,2022,56.1,14.8,hospital,200
1030,Japan,East Asia,Acinetobacter baumannii,Ciprofloxacin,2020,30.4,6.0,hospital,150
1031,France,Europe,Pseudomonas aeruginosa,Ciprofloxacin,2018,12.8,0.5,community,100
1032,Brazil,South America,Escherichia coli,Ciprofloxacin,2021,53.1,9.3,community,300
1033,France,Europe,Pseudomonas aeruginosa,Ciprofloxacin,2020,33.8,2.3,hospital,100
1034,France,Europe,Staphylococcus aureus,Ceftriaxone,2020,18.0,3.9,hospital,100
1035,South Africa,Africa,Acinetobacter baumannii,Meropenem,2021,50.9,14.8,hospital,100
1036,China,East Asia,Acinetobacter baumannii,Vancomycin,2022,33.4,2.6,hospital,300
1037,Brazil,South America,Klebsiella pneumoniae,Ciprofloxacin,2022,40.4,10.5,community,100
1038,Nigeria,Africa,Pseudomonas aeruginosa,Meropenem,2021,48.4,12.6,hospital,100
1039,South Africa,Africa,Klebsiella pneumoniae,Meropenem,2020,49.1,10.1,community,300
1040,Japan,East Asia,Escherichia coli,Ceftriaxone,2018,37.5,9.1,community,100
1041,Brazil,South America,Staphylococcus aureus,Ciprofloxacin,2021,26.7,7.6,community,200
1042,South Africa,Africa,Staphylococcus aureus,Vancomycin,2022,38.9,7.5,community,300
1043,China,East Asia,Klebsiella pneumoniae,Meropenem,2023,40.0,3.9,hospital,250
1044,Nigeria,Africa,Staphylococcus aureus,Ciprofloxacin,2021,62.3,8.3,community,250
1045,Germany,Europe,Acinetobacter baumannii,Ciprofloxacin,2023,21.1,0.5,community,150
1046,India,Southeast Asia,Pseudomonas aeruginosa,Ciprofloxacin,2022,44.7,4.4,hospital,100
1047,Nigeria,Africa,Pseudomonas aeruginosa,Amoxicillin,2020,56.9,8.6,community,150
1048,Germany,Europe,Escherichia coli,Meropenem,2022,31.2,1.9,community,300
1049,Brazil,South America,Staphylococcus aureus,Vancomycin,2020,36.3,4.9,hospital,150
1050,USA,North America,Pseudomonas aeruginosa,Vancomycin,2023,25.2,3.3,community,200
1051,USA,North America,Staphylococcus aureus,Ciprofloxacin,2019,13.8,0.5,community,150
1052,China,East Asia,Staphylococcus aureus,Vancomycin,2019,30.0,1.0,community,150
1053,Germany,Europe,Acinetobacter baumannii,Ceftriaxone,2023,23.1,5.2,hospital,100
1054,France,Europe,Pseudomonas aeruginosa,Ciprofloxacin,2022,23.5,6.1,community,100
1055,South Africa,Africa,Pseudomonas aeruginosa,Amoxicillin,2022,55.6,13.4,community,100
1056,France,Europe,Escherichia coli,Amoxicillin,2022,21.3,8.6,community,100
1057,Japan,East Asia,Acinetobacter baumannii,Vancomycin,2020,30.9,9.0,hospital,150
1058,South Africa,Africa,Klebsiella pneumoniae,Ciprofloxacin,2018,55.0,12.4,hospital,100
1059,Brazil,South America,Acinetobacter baumannii,Amoxicillin,2018,26.7,9.8,community,150
1060,Germany,Europe,Klebsiella pneumoniae,Vancomycin,2018,10.8,4.0,hospital,300
1061,Nigeria,Africa,Staphylococcus aureus,Ceftriaxone,2021,45.4,11.9,community,250
1062,Brazil,South America,Escherichia coli,Ciprofloxacin,2023,63.0,10.2,hospital,150
1063,Germany,Europe,Acinetobacter baumannii,Ciprofloxacin,2022,38.9,9.5,hospital,300
1064,France,Europe,Pseudomonas aeruginosa,Meropenem,2023,31.8,10.6,hospital,250
1065,France,Europe,Klebsiella pneumoniae,Ceftriaxone,2022,32.9,7.4,community,200
1066,France,Europe,Escherichia coli,Vancomycin,2019,15.1,1.7,community,300
1067,China,East Asia,Staphylococcus aureus,Vancomycin,2023,33.1,4.0,hospital,200
1068,China,East Asia,Staphylococcus aureus,Vancomycin,2018,32.7,1.9,hospital,200
1069,Japan,East Asia,Klebsiella pneumoniae,Vancomycin,2021,22.1,3.9,community,200
1070,Brazil,South America,Pseudomonas aeruginosa,Amoxicillin,2021,27.6,0.7,community,100
1071,Germany,Europe,Pseudomonas aeruginosa,Meropenem,2020,30.7,4.5,hospital,250
1072,Australia,Oceania,Klebsiella pneumoniae,Ceftriaxone,2018,6.5,0.5,community,300
1073,China,East Asia,Klebsiella pneumoniae,Ceftriaxone,2018,38.1,6.0,hospital,150
1074,USA,North America,Escherichia coli,Amoxicillin,2021,26.0,8.5,community,300
1075,China,East Asia,Pseudomonas aeruginosa,Ciprofloxacin,2019,23.2,1.3,community,100
1076,Brazil,South America,Pseudomonas aeruginosa,Ciprofloxacin,2019,26.8,9.5,hospital,200
1077,China,East Asia,Escherichia coli,Meropenem,2022,33.6,3.6,hospital,300
1078,South Africa,Africa,Pseudomonas aeruginosa,Meropenem,2018,45.7,6.8,hospital,200
1079,Nigeria,Africa,Escherichia coli,Ceftriaxone,2020,57.0,12.6,community,250
1080,Australia,Oceania,Klebsiella pneumoniae,Ceftriaxone,2018,16.3,3.0,hospital,100
1081,China,East Asia,Pseudomonas aeruginosa,Amoxicillin,2018,22.2,3.9,community,250
1082,Australia,Oceania,Klebsiella pneumoniae,Ceftriaxone,2021,15.6,0.5,community,150
1083,India,Southeast Asia,Klebsiella pneumoniae,Ceftriaxone,2021,53.2,8.4,community,100
1084,South Africa,Africa,Klebsiella pneumoniae,Ceftriaxone,2019,55.2,14.7,hospital,100
1085,China,East Asia,Escherichia coli,Meropenem,2020,27.5,7.4,community,250
1086,South Africa,Africa,Klebsiella pneumoniae,Meropenem,2018,61.7,14.6,hospital,150
1087,Japan,East Asia,Acinetobacter baumannii,Ciprofloxacin,2019,26.3,7.6,community,300
1088,Japan,East Asia,Klebsiella pneumoniae,Ciprofloxacin,2018,22.3,5.0,community,100
1089,Australia,Oceania,Pseudomonas aeruginosa,Vancomycin,2022,13.0,1.1,hospital,200
1090,China,East Asia,Acinetobacter baumannii,Amoxicillin,2019,26.3,9.9,community,250
1091,USA,North America,Pseudomonas aeruginosa,Vancomycin,2021,12.0,2.4,hospital,150
1092,Nigeria,Africa,Escherichia coli,Ceftriaxone,2021,55.1,12.4,community,150
1093,South Africa,Africa,Staphylococcus aureus,Ceftriaxone,2019,36.9,10.6,community,100
1094,China,East Asia,Escherichia coli,Meropenem,2019,35.7,8.2,community,200
1095,China,East Asia,Pseudomonas aeruginosa,Ceftriaxone,2021,43.0,7.1,community,100
1096,India,Southeast Asia,Acinetobacter baumannii,Ceftriaxone,2019,33.4,6.4,community,300
1097,Nigeria,Africa,Staphylococcus aureus,Vancomycin,2021,34.2,3.4,hospital,100
1098,China,East Asia,Staphylococcus aureus,Meropenem,2020,35.4,4.7,community,100
1099,France,Europe,Klebsiella pneumoniae,Ciprofloxacin,2019,22.7,9.1,community,150
1100,South Africa,Africa,Acinetobacter baumannii,Amoxicillin,2021,32.2,2.5,hospital,150
1101,France,Europe,Acinetobacter baumannii,Ciprofloxacin,2020,32.4,9.8,hospital,100
1102,Brazil,South America,Klebsiella pneumoniae,Ciprofloxacin,2023,27.4,4.8,community,250
1103,China,East Asia,Staphylococcus aureus,Ceftriaxone,2022,36.3,10.4,community,250
1104,USA,North America,Pseudomonas aeruginosa,Meropenem,2023,25.7,1.2,hospital,150
1105,South Africa,Africa,Staphylococcus aureus,Vancomycin,2022,54.0,15.0,hospital,300
1106,South Africa,Africa,Escherichia coli,Amoxicillin,2021,53.4,9.8,hospital,300
1107,Germany,Europe,Acinetobacter baumannii,Ciprofloxacin,2022,34.5,11.4,community,300
1108,China,East Asia,Acinetobacter baumannii,Ceftriaxone,2022,23.7,1.4,community,300
1109,Australia,Oceania,Pseudomonas aeruginosa,Vancomycin,2018,10.3,5.8,hospital,300
1110,Japan,East Asia,Klebsiella pneumoniae,Amoxicillin,2022,43.3,12.3,community,100
1111,Nigeria,Africa,Klebsiella pneumoniae,Ciprofloxacin,2019,59.6,10.5,community,300
1112,USA,North America,Acinetobacter baumannii,Ciprofloxacin,2018,22.5,5.3,community,150
1113,South Africa,Africa,Klebsiella pneumoniae,Vancomycin,2018,52.9,9.2,hospital,200
1114,Australia,Oceania,Staphylococcus aureus,Meropenem,2020,21.7,8.3,community,100
1115,Nigeria,Africa,Staphylococcus aureus,Meropenem,2018,56.6,12.5,hospital,250
1116,Nigeria,Africa,Escherichia coli,Amoxicillin,2023,46.4,12.6,community,250
1117,France,Europe,Pseudomonas aeruginosa,Amoxicillin,2023,28.7,6.8,hospital,250
1118,China,East Asia,Klebsiella pneumoniae,Vancomycin,2021,25.8,1.1,community,150
1119,USA,North America,Staphylococcus aureus,Meropenem,2023,27.3,2.8,community,300
1120,Germany,Europe,Escherichia coli,Ceftriaxone,2023,43.6,7.4,hospital,200
1121,France,Europe,Klebsiella pneumoniae,Amoxicillin,2020,20.5,0.8,hospital,300
1122,South Africa,Africa,Klebsiella pneumoniae,Amoxicillin,2023,72.8,17.5,hospital,150
1123,USA,North America,Acinetobacter baumannii,Vancomycin,2023,26.9,6.3,community,100
1124,South Africa,Africa,Escherichia coli,Amoxicillin,2019,50.0,13.8,hospital,300
1125,Germany,Europe,Acinetobacter baumannii,Amoxicillin,2020,27.6,4.5,community,150
1126,USA,North America,Acinetobacter baumannii,Amoxicillin,2019,15.1,4.1,hospital,100
1127,Brazil,South America,Staphylococcus aureus,Meropenem,2020,48.6,9.0,community,250
1128,Japan,East Asia,Acinetobacter baumannii,Amoxicillin,2018,15.9,2.4,hospital,150
1129,USA,North America,Escherichia coli,Vancomycin,2023,30.1,3.5,community,100
1130,Japan,East Asia,Klebsiella pneumoniae,Vancomycin,2019,33.5,2.1,hospital,300
1131,South Africa,Africa,Acinetobacter baumannii,Amoxicillin,2021,60.4,12.7,community,250
1132,South Africa,Africa,Klebsiella pneumoniae,Ciprofloxacin,2023,42.3,8.3,hospital,300
1133,France,Europe,Acinetobacter baumannii,Vancomycin,2021,21.6,9.1,hospital,250
1134,Nigeria,Africa,Escherichia coli,Ciprofloxacin,2020,59.2,14.8,community,150
1135,China,East Asia,Klebsiella pneumoniae,Meropenem,2020,41.6,6.6,community,250
1136,India,Southeast Asia,Escherichia coli,Vancomycin,2023,81.7,20,community,150
1137,Germany,Europe,Klebsiella pneumoniae,Vancomycin,2019,29.8,7.6,community,300
1138,Germany,Europe,Pseudomonas aeruginosa,Amoxicillin,2020,29.2,5.8,hospital,100
1139,South Africa,Africa,Pseudomonas aeruginosa,Ceftriaxone,2021,62.7,12.2,hospital,150
1140,India,Southeast Asia,Pseudomonas aeruginosa,Amoxicillin,2022,65.2,8.6,community,100
1141,South Africa,Africa,Klebsiella pneumoniae,Meropenem,2023,60.0,10.8,hospital,150
1142,South Africa,Africa,Klebsiella pneumoniae,Ciprofloxacin,2020,64.3,15.3,community,250
1143,France,Europe,Acinetobacter baumannii,Ceftriaxone,2023,39.0,4.6,hospital,300
1144,Nigeria,Africa,Staphylococcus aureus,Meropenem,2019,66.2,15.4,community,300
1145,France,Europe,Escherichia coli,Vancomycin,2019,28.0,6.2,community,100
1146,South Africa,Africa,Klebsiella pneumoniae,Vancomycin,2023,62.0,12.7,hospital,250
1147,USA,North America,Pseudomonas aeruginosa,Amoxicillin,2019,20.4,5.0,community,200
1148,Australia,Oceania,Klebsiella pneumoniae,Ceftriaxone,2023,15.2,5.1,community,250
1149,Japan,East Asia,Staphylococcus aureus,Amoxicillin,2018,22.2,3.4,hospital,200
1150,Germany,Europe,Klebsiella pneumoniae,Ciprofloxacin,2019,23.8,9.4,community,150
1151,China,East Asia,Klebsiella pneumoniae,Ciprofloxacin,2022,42.1,7.1,hospital,100
1152,South Africa,Africa,Klebsiella pneumoniae,Amoxicillin,2022,44.8,5.6,hospital,250
1153,Brazil,South America,Pseudomonas aeruginosa,Amoxicillin,2022,59.1,12.3,community,200
1154,India,Southeast Asia,Acinetobacter baumannii,Ceftriaxone,2019,57.5,12.5,hospital,200
1155,India,Southeast Asia,Staphylococcus aureus,Vancomycin,2022,64.8,16.5,hospital,150
1156,France,Europe,Staphylococcus aureus,Amoxicillin,2022,37.6,12.5,community,150
1157,France,Europe,Escherichia coli,Vancomycin,2018,15.3,6.7,community,250
1158,USA,North America,Escherichia coli,Ceftriaxone,2023,24.4,2.4,hospital,250
1159,Australia,Oceania,Staphylococcus aureus,Ciprofloxacin,2022,16.1,0.5,hospital,300
1160,India,Southeast Asia,Staphylococcus aureus,Ciprofloxacin,2022,72.5,10.8,hospital,250
1161,Germany,Europe,Escherichia coli,Ciprofloxacin,2023,20.7,6.0,community,200
1162,South Africa,Africa,Staphylococcus aureus,Amoxicillin,2019,59.9,13.9,hospital,100
1163,Nigeria,Africa,Pseudomonas aeruginosa,Amoxicillin,2022,68.9,17.0,hospital,150
1164,Brazil,South America,Pseudomonas aeruginosa,Vancomycin,2020,36.9,9.9,community,250
1165,USA,North America,Acinetobacter baumannii,Vancomycin,2022,34.1,4.8,community,100
1166,Brazil,South America,Klebsiella pneumoniae,Ceftriaxone,2020,51.3,7.6,hospital,300
1167,China,East Asia,Staphylococcus aureus,Ciprofloxacin,2018,34.8,9.7,community,100
1168,China,East Asia,Staphylococcus aureus,Vancomycin,2018,16.8,2.6,community,300
1169,South Africa,Africa,Klebsiella pneumoniae,Ceftriaxone,2018,27.0,5.9,hospital,100
1170,USA,North America,Escherichia coli,Ciprofloxacin,2022,20.9,3.2,hospital,200
1171,Germany,Europe,Acinetobacter baumannii,Meropenem,2019,25.5,4.0,community,300
1172,France,Europe,Acinetobacter baumannii,Ceftriaxone,2018,24.7,1.7,community,150
1173,Brazil,South America,Klebsiella pneumoniae,Ceftriaxone,2019,30.5,4.6,hospital,300
1174,Germany,Europe,Pseudomonas aeruginosa,Amoxicillin,2019,28.5,1.6,community,300
1175,Germany,Europe,Pseudomonas aeruginosa,Vancomycin,2022,25.6,1.4,community,300
1176,China,East Asia,Klebsiella pneumoniae,Meropenem,2018,16.4,0.5,community,150
1177,Japan,East Asia,Escherichia coli,Meropenem,2020,21.5,4.1,community,250
1178,Nigeria,Africa,Pseudomonas aeruginosa,Amoxicillin,2021,65.8,12.0,hospital,300
1179,Japan,East Asia,Klebsiella pneumoniae,Ciprofloxacin,2022,43.7,12.3,hospital,250
1180,Brazil,South America,Escherichia coli,Amoxicillin,2022,26.4,4.1,community,300
1181,Japan,East Asia,Acinetobacter baumannii,Meropenem,2023,33.4,4.5,community,300
1182,Germany,Europe,Escherichia coli,Ciprofloxacin,2019,22.9,7.7,community,150
1183,France,Europe,Pseudomonas aeruginosa,Amoxicillin,2018,14.3,7.3,community,250
1184,USA,North America,Pseudomonas aeruginosa,Ciprofloxacin,2021,16.9,2.7,hospital,200
1185,Japan,East Asia,Klebsiella pneumoniae,Amoxicillin,2023,28.0,4.3,community,300
1186,India,Southeast Asia,Staphylococcus aureus,Meropenem,2021,67.1,17.1,hospital,250
1187,Nigeria,Africa,Acinetobacter baumannii,Amoxicillin,2020,59.5,13.8,community,150
1188,USA,North America,Klebsiella pneumoniae,Vancomycin,2018,5.3,3.9,hospital,200
1189,Nigeria,Africa,Staphylococcus aureus,Ceftriaxone,2021,48.7,6.7,community,200
1190,France,Europe,Acinetobacter baumannii,Ciprofloxacin,2021,32.0,10.7,hospital,100
1191,South Africa,Africa,Pseudomonas aeruginosa,Vancomycin,2019,29.0,1.5,hospital,100
1192,Australia,Oceania,Acinetobacter baumannii,Ceftriaxone,2021,25.8,9.2,community,100
1193,Australia,Oceania,Acinetobacter baumannii,Amoxicillin,2019,12.1,2.8,hospital,300
1194,Nigeria,Africa,Escherichia coli,Vancomycin,2019,41.8,3.6,hospital,100
1195,Germany,Europe,Acinetobacter baumannii,Meropenem,2023,34.5,6.2,community,200
1196,South Africa,Africa,Acinetobacter baumannii,Amoxicillin,2019,67.0,14.9,hospital,100
1197,Germany,Europe,Staphylococcus aureus,Vancomycin,2021,24.9,3.1,community,100
1198,France,Europe,Staphylococcus aureus,Vancomycin,2018,27.7,2.7,community,150
1199,Australia,Oceania,Staphylococcus aureus,Amoxicillin,2023,18.8,0.5,hospital,300
1200,Brazil,South America,Pseudomonas aeruginosa,Meropenem,2022,43.8,11.4,hospital,150
1201,Australia,Oceania,Klebsiella pneumoniae,Meropenem,2020,23.2,6.6,community,300
1202,USA,North America,Pseudomonas aeruginosa,Vancomycin,2018,16.8,7.2,community,200
1203,Nigeria,Africa,Pseudomonas aeruginosa,Meropenem,2021,70.0,9.1,community,150
1204,Germany,Europe,Staphylococcus aureus,Ciprofloxacin,2023,22.0,0.5,community,250
1205,France,Europe,Escherichia coli,Vancomycin,2022,36.5,9.2,community,250
1206,Nigeria,Africa,Escherichia coli,Meropenem,2021,47.2,10.7,hospital,300
1207,Australia,Oceania,Acinetobacter baumannii,Ceftriaxone,2018,8.4,2.2,community,250
1208,Germany,Europe,Klebsiella pneumoniae,Amoxicillin,2023,32.4,1.5,community,100
